year	session	type	session_title	n_participants
2019	1534291	Business Meeting	Joint Status Committee Chairs Meeting	1
2019	1534300	Wednesday Full Day Short Course	Dissertation Workshop: Nationalism and Populism in International Relations	1
2019	1534301	Wednesday Full Day Short Course	Dissertation Workshop: Communication and Collaboration in Congress	1
2019	1534309	Created Panel	Israel's Democracy Under Scrutiny is an Era of Global Populism	7
2019	1534321	Created Panel	Society for Romanian Studies	7
2019	1534558	Poster Session	Poster Session: Conflict Processes II	12
2019	1534731	Created Panel	Bringing IR Back in: The International in Conflict Processes	9
2019	1534733	Created Panel	Causes and Consequences of Conflict: Evidence from Colombia	6
2019	1534735	Created Panel	Civil War as Competitive Statebuilding	5
2019	1534742	Created Panel	Civil War Dynamics	11
2019	1534744	Created Panel	Complex Interactions in Civil Wars	8
2019	1534745	Created Panel	Elections and Conflict	9
2019	1535127	Created Panel	Engagement in Terrorism: Causes and Consequences	8
2019	1535130	Created Panel	Ethnicity and Patterns of Violence	9
2019	1535132	Created Panel	Ideology and Support for Violence	11
2019	1535133	Created Panel	Leader-Centric Approaches to Conflict Processes	9
2019	1535141	Created Panel	OK Computer: Conflict Processes in the Information Age	10
2019	1535142	Created Panel	People Get Ready: Public Opinion and Conflict	11
2019	1535154	Created Panel	Rebel Institutions and Interests	7
2019	1535155	Created Panel	Repression and Dissent Revisited	9
2019	1535157	Created Panel	The Dynamics of Civil Resistance	8
2019	1535158	Created Panel	The Economics of Violence	10
2019	1535181	Created Panel	What Comes Next?: Analyzing Post-Conflict Societies	8
2019	1535187	Created Panel	Time in a Bottle: Analyzing Historical Conflict Data	6
2019	1535189	Created Panel	The Politics of Migration, Refugees, and Conflict	12
2019	1535191	Created Panel	European Parliament	9
2019	1535252	Created Panel	The Role of Gender in Political Violence	8
2019	1535271	Created Panel	The Repression of Protest	8
2019	1535276	Created Panel	New Methods in the Study of Conflict Dynamics	7
2019	1535460	Created Panel	Politics Under Captivity and Tragedy	6
2019	1535462	Created Panel	Unsettling Empires	7
2019	1535464	Created Panel	The People as Swarm, Crowd, and Rabble	6
2019	1535466	Created Panel	Transnational Violence and Vigilance	7
2019	1535467	Created Panel	Encounters With and Within Chinese Political Thought	5
2019	1535474	Created Panel	Imagining Past and Future: Myth, Metaphor, Utopia	7
2019	1535629	Created Panel	Covert Action and Regime Change	9
2019	1535630	Created Panel	Dimensions of Chinese Foreign Policy	6
2019	1536679	Created Panel	Intersectional Identities and Politics within LGBTQ Communities	7
2019	1537330	Created Panel	IGO Learning, Accountability, and Effectiveness	10
2019	1537344	Created Panel	The International Diffusion of Law and Policy	9
2019	1537357	Created Panel	Democracy and the Social Question	6
2019	1537367	Created Panel	Fake News, Misinformation, and Conspiracy Theories	8
2019	1537369	Created Panel	Sources of Restraint in the American Republic	6
2019	1537376	Created Panel	Resisting Fascism	6
2019	1537397	Created Panel	Origins of Nationalism	6
2019	1537405	Created Panel	Republicanism	5
2019	1537406	Created Panel	Adam Smith	6
2019	1537432	Created Panel	Making Use of the Market: Government Contracts and Outsourcing	11
2019	1537448	Created Panel	Finding the Right Person: Political Appointees and Agency Effectiveness	8
2019	1537463	Created Panel	Information, Performance Outcomes, and Change in the Public Sector	10
2019	1537475	Created Panel	The Bureaucratic Dynamics of Government Budgeting	8
2019	1537496	Created Panel	Bureaucratic Effectiveness in Comparative Context	8
2019	1537525	Created Panel	Representation at the Frontline: Local Policing and Enforcement	11
2019	1537526	Roundtable	Intelligence in an Age of Populism	6
2019	1537550	Created Panel	Experimental Approaches to Understanding International Cooperation	7
2019	1537556	Created Panel	Regional Organizations: Causes and Consequences	8
2019	1538129	Poster Session	Poster Session:  International Security I	12
2019	1538238	Created Panel	Labor and Civil Rights in an Era of Rising Populism	8
2019	1538257	Created Panel	The End of Unipolarity?	7
2019	1538261	Created Panel	Proxy and Irregular Warfare	7
2019	1538262	Created Panel	Peacekeeping	8
2019	1538263	Created Panel	Assessing War	6
2019	1538268	Created Panel	Statebuilding	6
2019	1538269	Created Panel	Terrorism	6
2019	1538271	Created Panel	Military and Strategic Culture	6
2019	1538272	Created Panel	Arms Control	9
2019	1538273	Created Panel	Domestic Politics of Terrorism	8
2019	1538276	Created Panel	Rebel Leaders	7
2019	1538278	Created Panel	Gender and Security	8
2019	1538279	Created Panel	Public Opinion and War	8
2019	1538281	Created Panel	Foreign Military Interaction	8
2019	1538282	Created Panel	The Intersection of Criminality and War	6
2019	1538284	Created Panel	Diplomacy and Security	8
2019	1538286	Created Panel	Theory and Practice of Cyber Warfare	8
2019	1538288	Created Panel	Alliances and War	7
2019	1538289	Created Panel	Principal-Agent Challenges	6
2019	1538290	Created Panel	Civil-Military Relations	7
2019	1538291	Created Panel	Alliances and International Security	7
2019	1538293	Created Panel	Key Concepts in International Security	8
2019	1538295	Created Panel	Propaganda and Misinformation	8
2019	1538297	Created Panel	Covert Action and Intelligence	5
2019	1538298	Created Panel	Nuclear Proliferation	6
2019	1538299	Created Panel	International Cooperation and Security	5
2019	1538300	Created Panel	Weapons and Arms Transfers	6
2019	1538301	Created Panel	Nuclear Weapons and Strategy	7
2019	1538303	Created Panel	Emerging Norms in International Security	7
2019	1538305	Created Panel	Changing Views of International Security	7
2019	1538401	Created Panel	Grounding the Political	6
2019	1538413	Created Panel	Legal Texts	9
2019	1538443	Created Panel	Plato, Thucydides, and  the Uses of Political Discourse	7
2019	1538539	Poster Session	Poster Session: Representation and Electoral Systems	4
2019	1538554	Created Panel	Redistricting Reform and Impact in the US	14
2019	1538559	Created Panel	Comparative Looks at Minority Representation	9
2019	1538564	Created Panel	Electoral Rule Reforms and Mistakes	9
2019	1538570	Created Panel	Presidents, Courts, and Politics	9
2019	1538572	Created Panel	How Electoral Rules Shape Parties & Party Systems	7
2019	1538582	Created Panel	The Ones that Never Knock: Opportunities for Career Advancement and Corruption	8
2019	1538586	Created Panel	A Contract in our Mutual Interest: Interest Group Collaboration Networks	9
2019	1538589	Created Panel	Equity and Justice in Trial Courts	6
2019	1538590	Created Panel	Courts and the (New) Media	11
2019	1538591	Created Panel	Structure and Change in Strategic Communication Networks	9
2019	1538598	Created Panel	Gender and Diversity in Judicial Politics	10
2019	1538608	Created Panel	That's Just, like, Your Opinion	12
2019	1538611	Poster Session	Poster Session: Political Networks	2
2019	1538627	Created Panel	Ideology in the Federal Courts: Measurement and Theory	11
2019	1538629	Created Panel	Causes and Consequences of Public Support for the Supreme Court	9
2019	1538637	Created Panel	Judicial Decisions and Legal Doctrine	9
2019	1538642	Created Panel	Independence and Influence in Federal Judicial Decisionmaking	7
2019	1538643	Created Panel	Judicial Decisions	10
2019	1538664	Created Panel	The Politics of Regulatory Rule Making	13
2019	1538667	Poster Session	Poster Session: New Research on Public Performance and Management	7
2019	1538683	Created Panel	Demands and Impact of Electoral Reforms	7
2019	1538689	Created Panel	Comparative Judicial Politics	10
2019	1538691	Created Panel	Achieving Representation in Electoral Democracies	7
2019	1538692	Created Panel	Taking the Measure of Judicial Institutions	11
2019	1538693	Created Panel	State Judicial Elections and Their Consequences	6
2019	1538751	Created Panel	The Politics of Asylum Seekers and Refugees	9
2019	1538754	Created Panel	The Micro-politics of Immigrant Integration	9
2019	1538756	Created Panel	The Political, Economic and Social Ramifications of Immigration	8
2019	1538758	Created Panel	The Boundaries of Citizenship and Belonging	8
2019	1538897	Poster Session	Poster Session: Information Technology and Politics	5
2019	1538910	Created Panel	News in the Digital Age	15
2019	1538914	Created Panel	New Perspectives on the Study of Information Technology and Politics	9
2019	1538915	Created Panel	New Directions on Internet Government and Governance	7
2019	1538916	Created Panel	Comparative Perspectives on Information Technology and Politics	11
2019	1538919	Created Panel	Political Effects of Digital Media	7
2019	1538924	Created Panel	Commenting and Discussing Politics Online	8
2019	1538928	Created Panel	Online Disinformation: Actors, Platforms, and Users	8
2019	1538936	Created Panel	Social Media and American Politics	9
2019	1538988	Created Panel	Governing Migration in Asia	9
2019	1539007	Created Panel	Attitudes and Migrants	9
2019	1539060	Created Panel	Interest Group Access and Influence	9
2019	1539071	Created Panel	New Methods for Studying European Politics	8
2019	1539073	Created Panel	Political Parties' Representational Claims: Change and Continuity	8
2019	1539074	Created Panel	Interest Group Preferences and Party Agendas	10
2019	1539078	Created Panel	Identities in a Changing Europe	8
2019	1539080	Created Panel	Intraparty Politics: Groups, Networks, and Competition	13
2019	1539081	Created Panel	Political Representation in an Era of Austerity	10
2019	1539082	Created Panel	Historical Memory, Identity Construction, and Populism in Europe	9
2019	1539083	Created Panel	Interest Group Mobilization and Population Dynamics	7
2019	1539085	Created Panel	Electoral Institutions	10
2019	1539086	Created Panel	Populism and Extremism on the Rise: Why, How, Who?	12
2019	1539089	Created Panel	Geography of Discontent	7
2019	1539097	Created Panel	Interest Group Identity, Representation, and Coalition Building	7
2019	1539099	Created Panel	Parties and American Political Development	9
2019	1539104	Created Panel	Economic Shocks, Inequality, and Changed Representation	8
2019	1539108	Created Panel	The European Parliament	7
2019	1539118	Created Panel	Political Parties, Primaries, and Candidate Selection	8
2019	1539138	Poster Session	Poster Session: Political Parties and Interest Groups	13
2019	1539179	Created Panel	Resources, Budgets, and Regimes	7
2019	1539198	Created Panel	History, Religion, and Political Economy	6
2019	1539210	Created Panel	Liberal Politics and Liberal Education	6
2019	1539221	Created Panel	Ideology and History	5
2019	1539230	Created Panel	Clientelism and Political Behavior	10
2019	1539244	Created Panel	Political Economy of Policy Making in the United States	12
2019	1539260	Created Panel	Hegemony and its Discontents	6
2019	1539267	Created Panel	The Role and Effects of Confidence and Humility in Politics	8
2019	1539274	Created Panel	Health Policy Elites in a Populist Age: Comparative Perspectives	9
2019	1539284	Poster Session	Poster Session: Innovations in the Study of Foreign Policy	11
2019	1539480	Created Panel	TLC at APSA: Civic Engagement: Learning by Doing	9
2019	1539483	Created Panel	TLC at APSA: Tools for Civic Engagement	5
2019	1539490	Created Panel	TLC at APSA: Doing Global Politics: Simulating the Dynamics of International and Comparative Political Phenomena	8
2019	1539494	Created Panel	TLC at APSA: Simulations, Skills, and the Bigger Picture: Thinking about How and Why We Use Simulations	6
2019	1539506	Created Panel	Political Economy of Lobbying	7
2019	1539516	Created Panel	The Political Economy of Radical and Populist Parties	11
2019	1539521	Created Panel	TLC at APSA: Thinking Outside the Box to Increase Student Engagement	11
2019	1539524	Created Panel	Diversity, Immigration, and Redistribution	6
2019	1539528	Created Panel	Democracy and Revolution in Historical Perspective	9
2019	1539543	Created Panel	The Political Economy of Italy	7
2019	1539550	Created Panel	New Perspectives on Central Banking	7
2019	1539554	Created Panel	Experiments in Political Economy	11
2019	1539558	Created Panel	TLC at APSA: Diversity & Inclusiveness: Restructuring the Curricula Panel	4
2019	1539561	Created Panel	TLC at APSA: Diversity & Inclusiveness: Teaching and Reaching All Students	5
2019	1539562	Created Panel	Formal Political Economy	8
2019	1539571	Created Panel	Corruption and Electoral Behavior	8
2019	1539577	Created Panel	Budgets, Bribes, and Local Political Survival	8
2019	1539579	Created Panel	Executive Politics and Popular Leadership	8
2019	1539675	Created Panel	Preferences for Redistribution and Representation	12
2019	1539701	Poster Session	Poster Session: Migration and Citizenship	11
2019	1539966	Created Panel	Italian Politics and Society in Transition	7
2019	1540033	Created Panel	Courts in the European Union	8
2019	1540034	Created Panel	The Public Politics of Judicial Independence	11
2019	1540035	Poster Session	Poster Session: Law and Courts: Issues in Judicial Politics and Judicial Behavior	8
2019	1540048	Roundtable	Exploring the Militarization of US Foreign Policy	7
2019	1540054	Created Panel	TLC at APSA: Utilizing Technology to Enhance Participation	7
2019	1540063	Business Meeting	Elections, Public Opinion, and Voting Behavior (EPOVB) Section Business Meeting	1
2019	1540064	Business Meeting	Politics and History Section Business Meeting	1
2019	1540066	Business Meeting	Qualitative and Multi-Method Research	1
2019	1540069	Business Meeting	Data-PASS Workshop	1
2019	1540100	Poster Session	Poster Session: International Political Economy I	11
